Recency,Frequency,Monetary,City,R_Score,F_Score,M_Score,RFM_Score,Cluster,Segment_Name
32,16,7063.4400000000005,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
27,3,509.52,Kenitra,2,2,2,222,2,Clients à Risque / Perdus
214,9,1792.26,Tanger,3,4,3,343,2,Clients à Risque / Perdus
242,2,766.42,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
403,3,743.26,Marrakech,4,2,2,422,0,Clients Réguliers
460,1,161.35,Tétouan,4,1,1,411,0,Clients Réguliers
276,17,8483.29,Oujda,3,4,4,344,2,Clients à Risque / Perdus
264,1,138.28,Tanger,3,1,1,311,0,Clients Réguliers
27,8,1763.3,Rabat,2,4,3,243,2,Clients à Risque / Perdus
241,2,306.55,Tanger,3,2,1,321,2,Clients à Risque / Perdus
10,11,2815.25,Fès,1,4,4,144,2,Clients à Risque / Perdus
112,4,799.9,Tanger,3,3,2,332,2,Clients à Risque / Perdus
31,2,741.54,Casablanca,2,2,2,222,2,Clients à Risque / Perdus
127,10,5635.41,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
212,6,1209.2,Tanger,3,3,3,333,2,Clients à Risque / Perdus
632,1,213.01,Marrakech,4,1,1,411,0,Clients Réguliers
45,8,1980.56,Marrakech,2,4,3,243,2,Clients à Risque / Perdus
34,2,1079.6599999999999,Meknès,2,2,3,223,2,Clients à Risque / Perdus
24,8,1080.05,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
32,16,2855.17,Tanger,2,4,4,244,2,Clients à Risque / Perdus
431,3,724.73,Casablanca,4,2,2,422,0,Clients Réguliers
131,2,752.6,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
214,2,610.59,Rabat,3,2,2,322,2,Clients à Risque / Perdus
23,1,491.86,Agadir,1,1,2,112,2,Clients à Risque / Perdus
406,2,487.03000000000003,Casablanca,4,2,2,422,0,Clients Réguliers
504,4,6701.640000000001,Casablanca,4,3,4,434,0,Clients Réguliers
20,13,9813.22,Agadir,1,4,4,144,2,Clients à Risque / Perdus
256,6,2391.84,El Jadida,3,3,4,334,2,Clients à Risque / Perdus
195,1,339.59999999999997,Fès,3,1,1,311,2,Clients à Risque / Perdus
391,1,440.93,Tanger,4,1,2,412,0,Clients Réguliers
13,2,292.2,Casablanca,1,2,1,121,2,Clients à Risque / Perdus
236,5,1597.77,Rabat,3,3,3,333,2,Clients à Risque / Perdus
67,3,668.4300000000001,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
12,12,3131.02,Rabat,1,4,4,144,2,Clients à Risque / Perdus
84,6,1065.84,Rabat,2,3,3,233,2,Clients à Risque / Perdus
90,2,1156.36,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
157,2,777.36,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
409,1,176.69,Tanger,4,1,1,411,0,Clients Réguliers
369,2,249.39999999999998,Casablanca,3,2,1,321,0,Clients Réguliers
91,9,2268.35,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
49,11,3602.1800000000003,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
283,1,296.25,Casablanca,3,1,1,311,0,Clients Réguliers
119,7,1590.73,Rabat,3,4,3,343,2,Clients à Risque / Perdus
283,4,2094.57,Marrakech,3,3,3,333,0,Clients Réguliers
147,3,447.05,Rabat,3,2,2,322,2,Clients à Risque / Perdus
4,8,2004.45,Agadir,1,4,3,143,2,Clients à Risque / Perdus
18,21,8361.1,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
670,1,195.55,Tanger,4,1,1,411,0,Clients Réguliers
7,15,9416.98,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
28,2,659.4100000000001,Tanger,2,2,2,222,2,Clients à Risque / Perdus
49,5,1363.6399999999999,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
45,6,1952.17,Meknès,2,3,3,233,2,Clients à Risque / Perdus
214,5,2472.48,Rabat,3,3,4,334,2,Clients à Risque / Perdus
58,3,5217.4400000000005,Marrakech,2,2,4,224,2,Clients à Risque / Perdus
66,6,2953.26,Casablanca,2,3,4,234,2,Clients à Risque / Perdus
648,1,352.821,Kenitra,4,1,2,412,0,Clients Réguliers
490,1,190.35,Rabat,4,1,1,411,0,Clients Réguliers
21,72,34654.55,Rabat,1,4,4,144,1,VIP / Champions
722,2,875.97,Tanger,4,2,2,422,0,Clients Réguliers
32,19,5482.5,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
417,4,785.37,Tanger,4,3,2,432,0,Clients Réguliers
59,9,5728.82,Fès,2,4,4,244,2,Clients à Risque / Perdus
29,8,3114.22,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
392,2,301.54,Rabat,4,2,1,421,0,Clients Réguliers
77,1,345.0,Fès,2,1,2,212,2,Clients à Risque / Perdus
586,1,1049.66,Marrakech,4,1,3,413,0,Clients Réguliers
423,2,623.98,Marrakech,4,2,2,422,0,Clients Réguliers
4,59,56213.18,Rabat,1,4,4,144,1,VIP / Champions
98,4,1124.49,Tanger,2,3,3,233,2,Clients à Risque / Perdus
511,1,161.13,Tanger,4,1,1,411,0,Clients Réguliers
2,3,735.82,Rabat,1,2,2,122,2,Clients à Risque / Perdus
246,3,778.83,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
8,13,1793.72,Marrakech,1,4,3,143,2,Clients à Risque / Perdus
483,4,1542.09,Fès,4,3,3,433,0,Clients Réguliers
5,14,2910.23,Rabat,1,4,4,144,2,Clients à Risque / Perdus
424,4,542.49,Tétouan,4,3,2,432,0,Clients Réguliers
362,6,3358.94,Kenitra,3,3,4,334,0,Clients Réguliers
71,6,1222.5,Tanger,2,3,3,233,2,Clients à Risque / Perdus
500,1,3.75,Fès,4,1,1,411,0,Clients Réguliers
383,1,239.45999999999998,Rabat,4,1,1,411,0,Clients Réguliers
123,2,1516.0,Casablanca,3,2,3,323,2,Clients à Risque / Perdus
61,3,383.95,Marrakech,2,2,2,222,2,Clients à Risque / Perdus
642,1,96.0,Marrakech,4,1,1,411,0,Clients Réguliers
542,1,126.03,Fès,4,1,1,411,0,Clients Réguliers
383,4,836.3,Fès,4,3,2,432,0,Clients Réguliers
494,1,289.7,Tanger,4,1,1,411,0,Clients Réguliers
432,3,1179.45,Rabat,4,2,3,423,0,Clients Réguliers
3,108,74672.43,Rabat,1,4,4,144,1,VIP / Champions
112,9,2803.57,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
305,3,1679.56,Casablanca,3,2,3,323,0,Clients Réguliers
62,1,324.8,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
134,19,26259.11,Agadir,3,4,4,344,2,Clients à Risque / Perdus
251,3,1338.91,Rabat,3,2,3,323,2,Clients à Risque / Perdus
26,9,3208.52,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
47,2,924.6,Tanger,2,2,3,223,2,Clients à Risque / Perdus
59,1,256.38,Tanger,2,1,1,211,2,Clients à Risque / Perdus
362,3,534.8,Tétouan,3,2,2,322,0,Clients Réguliers
1,5,1747.66,Casablanca,1,3,3,133,2,Clients à Risque / Perdus
301,3,679.7,Rabat,3,2,2,322,0,Clients Réguliers
24,3,1499.01,El Jadida,1,2,3,123,2,Clients à Risque / Perdus
179,3,814.5,Oujda,3,2,2,322,2,Clients à Risque / Perdus
37,3,539.0,Agadir,2,2,2,222,2,Clients à Risque / Perdus
35,8,2765.47,Rabat,2,4,4,244,2,Clients à Risque / Perdus
87,3,2257.32,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
17,8,7475.74,Tanger,1,4,4,144,2,Clients à Risque / Perdus
19,2,571.6700000000001,Casablanca,1,2,2,122,2,Clients à Risque / Perdus
24,2,382.98,Fès,1,2,2,122,2,Clients à Risque / Perdus
425,1,61.28,Rabat,4,1,1,411,0,Clients Réguliers
297,6,2642.35,Fès,3,3,4,334,0,Clients Réguliers
413,3,660.65,Oujda,4,2,2,422,0,Clients Réguliers
140,6,1410.73,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
1,2,632.0,Rabat,1,2,2,122,2,Clients à Risque / Perdus
14,7,3403.4500000000003,Fès,1,4,4,144,2,Clients à Risque / Perdus
28,12,3314.76,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
617,2,255.59,Rabat,4,2,1,421,0,Clients Réguliers
171,1,189.5,Casablanca,3,1,1,311,2,Clients à Risque / Perdus
53,3,412.05,Rabat,2,2,2,222,2,Clients à Risque / Perdus
17,1,209.49,Marrakech,1,1,1,111,2,Clients à Risque / Perdus
416,1,102.0,Rabat,4,1,1,411,0,Clients Réguliers
577,1,156.85000000000002,Marrakech,4,1,1,411,0,Clients Réguliers
11,18,7023.58,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
14,2,613.6899999999999,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
154,2,701.36,Meknès,3,2,2,322,2,Clients à Risque / Perdus
572,2,324.19,Tétouan,4,2,1,421,0,Clients Réguliers
20,7,1095.27,Tanger,1,4,3,143,2,Clients à Risque / Perdus
394,2,620.37,Meknès,4,2,2,422,0,Clients Réguliers
207,2,271.24,Rabat,3,2,1,321,2,Clients à Risque / Perdus
1,10,1966.09,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
481,1,139.95000000000002,Rabat,4,1,1,411,0,Clients Réguliers
411,1,651.4,Marrakech,4,1,2,412,0,Clients Réguliers
248,1,85.0,Rabat,3,1,1,311,2,Clients à Risque / Perdus
54,18,5629.91,Rabat,2,4,4,244,2,Clients à Risque / Perdus
376,1,319.75,Meknès,3,1,1,311,0,Clients Réguliers
6,1,361.62,Rabat,1,1,2,112,2,Clients à Risque / Perdus
60,1,312.98,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
20,4,1307.79,Agadir,1,3,3,133,2,Clients à Risque / Perdus
715,1,310.72,Rabat,4,1,1,411,0,Clients Réguliers
88,8,3335.0,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
47,5,3469.3,Meknès,2,3,4,234,2,Clients à Risque / Perdus
124,1,1595.48,Casablanca,3,1,3,313,2,Clients à Risque / Perdus
91,8,4606.46,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
606,1,187.35000000000002,Agadir,4,1,1,411,0,Clients Réguliers
52,1,1090.14,Casablanca,2,1,3,213,2,Clients à Risque / Perdus
4,39,12253.96,Rabat,1,4,4,144,2,Clients à Risque / Perdus
496,4,1310.3400000000001,Fès,4,3,3,433,0,Clients Réguliers
164,11,1142.03,Rabat,3,4,3,343,2,Clients à Risque / Perdus
389,6,1001.01,Agadir,4,3,3,433,0,Clients Réguliers
52,1,216.17,Tanger,2,1,1,211,2,Clients à Risque / Perdus
321,2,515.86,Rabat,3,2,2,322,0,Clients Réguliers
9,4,926.45,Rabat,1,3,3,133,2,Clients à Risque / Perdus
424,2,273.26,Casablanca,4,2,1,421,0,Clients Réguliers
13,9,2556.09,Agadir,1,4,4,144,2,Clients à Risque / Perdus
243,4,1239.55,Meknès,3,3,3,333,2,Clients à Risque / Perdus
382,1,662.4000000000001,Casablanca,4,1,2,412,0,Clients Réguliers
53,4,501.56,Marrakech,2,3,2,232,2,Clients à Risque / Perdus
69,1,145.67000000000002,Kenitra,2,1,1,211,2,Clients à Risque / Perdus
26,3,1015.29,Agadir,1,2,3,123,2,Clients à Risque / Perdus
2,2,3192.54,Rabat,1,2,4,124,2,Clients à Risque / Perdus
118,10,8111.57,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
35,14,5559.33,Kenitra,2,4,4,244,2,Clients à Risque / Perdus
18,17,7885.85,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
522,3,919.57,Oujda,4,2,3,423,0,Clients Réguliers
115,8,1038.92,Casablanca,3,4,3,343,2,Clients à Risque / Perdus
353,7,2049.15,Rabat,3,4,3,343,0,Clients Réguliers
49,14,4814.37,Meknès,2,4,4,244,2,Clients à Risque / Perdus
59,1,122.7,Meknès,2,1,1,211,2,Clients à Risque / Perdus
81,3,449.68,Tanger,2,2,2,222,2,Clients à Risque / Perdus
50,4,2473.06,Tanger,2,3,4,234,2,Clients à Risque / Perdus
641,1,395.5,Casablanca,4,1,2,412,0,Clients Réguliers
16,17,4391.66,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
6,42,44609.98,Agadir,1,4,4,144,2,Clients à Risque / Perdus
7,4,998.05,Oujda,1,3,3,133,2,Clients à Risque / Perdus
6,15,6560.02,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
2,10,1888.48,Casablanca,1,4,3,143,2,Clients à Risque / Perdus
184,2,506.8,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
66,1,243.56,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
199,1,349.55,Casablanca,3,1,2,312,2,Clients à Risque / Perdus
115,7,2169.05,Agadir,3,4,3,343,2,Clients à Risque / Perdus
88,6,1991.23,Rabat,2,3,3,233,2,Clients à Risque / Perdus
4,12,2565.63,Tanger,1,4,4,144,2,Clients à Risque / Perdus
373,3,863.5600000000001,Rabat,3,2,2,322,0,Clients Réguliers
22,6,1267.6499999999999,Fès,1,3,3,133,2,Clients à Risque / Perdus
293,1,821.1,Casablanca,3,1,2,312,0,Clients Réguliers
19,3,564.62,Rabat,1,2,2,122,2,Clients à Risque / Perdus
23,6,4008.52,Agadir,1,3,4,134,2,Clients à Risque / Perdus
621,1,388.55,Agadir,4,1,2,412,0,Clients Réguliers
45,3,1160.72,Rabat,2,2,3,223,2,Clients à Risque / Perdus
321,2,686.4,Rabat,3,2,2,322,0,Clients Réguliers
11,2,388.52,Rabat,1,2,2,122,2,Clients à Risque / Perdus
178,6,1610.59,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
67,15,5676.34,Tanger,2,4,4,244,2,Clients à Risque / Perdus
628,5,34095.26,Marrakech,4,3,4,434,0,Clients Réguliers
395,1,165.45000000000002,Rabat,4,1,1,411,0,Clients Réguliers
32,2,332.64,Fès,2,2,1,221,2,Clients à Risque / Perdus
728,1,312.65,Kenitra,4,1,1,411,0,Clients Réguliers
404,1,42.0,El Jadida,4,1,1,411,0,Clients Réguliers
687,1,136.8,Casablanca,4,1,1,411,0,Clients Réguliers
75,4,2369.55,Marrakech,2,3,4,234,2,Clients à Risque / Perdus
418,2,286.6,Marrakech,4,2,1,421,0,Clients Réguliers
52,20,4234.99,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
419,1,124.95,Marrakech,4,1,1,411,0,Clients Réguliers
502,1,42.22,Agadir,4,1,1,411,0,Clients Réguliers
7,2,626.45,Rabat,1,2,2,122,2,Clients à Risque / Perdus
389,1,70.80000000000001,Agadir,4,1,1,411,0,Clients Réguliers
459,4,1275.81,Tétouan,4,3,3,433,0,Clients Réguliers
45,2,272.04,Casablanca,2,2,1,221,2,Clients à Risque / Perdus
45,2,1212.8400000000001,Rabat,2,2,3,223,2,Clients à Risque / Perdus
54,4,1360.68,Fès,2,3,3,233,2,Clients à Risque / Perdus
427,4,1774.68,Marrakech,4,3,3,433,0,Clients Réguliers
397,4,730.7,Casablanca,4,3,2,432,0,Clients Réguliers
347,3,865.2,Rabat,3,2,2,322,0,Clients Réguliers
49,1,351.13,Kenitra,2,1,2,212,2,Clients à Risque / Perdus
13,5,1536.45,Tétouan,1,3,3,133,2,Clients à Risque / Perdus
88,4,678.25,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
18,1,223.85000000000002,Agadir,1,1,1,111,2,Clients à Risque / Perdus
70,2,708.26,Tanger,2,2,2,222,2,Clients à Risque / Perdus
6,4,464.57,Marrakech,1,3,2,132,2,Clients à Risque / Perdus
164,11,3494.1,Oujda,3,4,4,344,2,Clients à Risque / Perdus
53,2,337.34,Marrakech,2,2,1,221,2,Clients à Risque / Perdus
91,11,5257.38,Agadir,2,4,4,244,2,Clients à Risque / Perdus
290,1,307.4,Tanger,3,1,1,311,0,Clients Réguliers
104,2,608.7900000000001,Kenitra,3,2,2,322,2,Clients à Risque / Perdus
259,1,922.1,Casablanca,3,1,3,313,0,Clients Réguliers
592,3,6116.92,Casablanca,4,2,4,424,0,Clients Réguliers
175,3,939.66,Marrakech,3,2,3,323,2,Clients à Risque / Perdus
164,2,880.13,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
30,1,71.66,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
18,7,1560.96,Rabat,1,4,3,143,2,Clients à Risque / Perdus
12,4,839.14,Marrakech,1,3,2,132,2,Clients à Risque / Perdus
17,15,11122.300000000001,Meknès,1,4,4,144,2,Clients à Risque / Perdus
530,1,320.0,Rabat,4,1,1,411,0,Clients Réguliers
573,1,246.54,Casablanca,4,1,1,411,0,Clients Réguliers
648,1,200.43,El Jadida,4,1,1,411,0,Clients Réguliers
390,2,854.15,Casablanca,4,2,2,422,0,Clients Réguliers
74,6,1876.23,Rabat,2,3,3,233,2,Clients à Risque / Perdus
60,1,90.6,Marrakech,2,1,1,211,2,Clients à Risque / Perdus
356,4,548.76,Marrakech,3,3,2,332,0,Clients Réguliers
20,5,1909.09,Marrakech,1,3,3,133,2,Clients à Risque / Perdus
6,4,745.06,Casablanca,1,3,2,132,2,Clients à Risque / Perdus
171,3,674.45,Tanger,3,2,2,322,2,Clients à Risque / Perdus
213,14,12823.521,Agadir,3,4,4,344,2,Clients à Risque / Perdus
2,12,6640.68,Meknès,1,4,4,144,2,Clients à Risque / Perdus
66,1,227.41,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
149,3,545.17,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
49,4,869.92,Kenitra,2,3,2,232,2,Clients à Risque / Perdus
413,3,458.25,Tanger,4,2,2,422,0,Clients Réguliers
375,8,4709.2300000000005,Marrakech,3,4,4,344,0,Clients Réguliers
74,6,1076.18,Marrakech,2,3,3,233,2,Clients à Risque / Perdus
16,2,230.22,Marrakech,1,2,1,121,2,Clients à Risque / Perdus
387,1,538.4,Tanger,4,1,2,412,0,Clients Réguliers
17,3,362.8,Rabat,1,2,2,122,2,Clients à Risque / Perdus
303,17,3011.87,Agadir,3,4,4,344,2,Clients à Risque / Perdus
382,2,438.9,Casablanca,4,2,2,422,0,Clients Réguliers
472,3,996.61,Casablanca,4,2,3,423,0,Clients Réguliers
431,1,390.86,Tanger,4,1,2,412,0,Clients Réguliers
141,2,166.3,Marrakech,3,2,1,321,2,Clients à Risque / Perdus
418,1,123.66,Casablanca,4,1,1,411,0,Clients Réguliers
2,35,13365.87,Rabat,1,4,4,144,2,Clients à Risque / Perdus
381,2,846.55,Kenitra,4,2,2,422,0,Clients Réguliers
14,14,4667.57,Tanger,1,4,4,144,2,Clients à Risque / Perdus
66,2,190.25,Meknès,2,2,1,221,2,Clients à Risque / Perdus
282,1,264.7,Casablanca,3,1,1,311,0,Clients Réguliers
44,2,677.72,Rabat,2,2,2,222,2,Clients à Risque / Perdus
26,12,5358.84,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
202,4,1192.36,Marrakech,3,3,3,333,2,Clients à Risque / Perdus
406,1,519.8100000000001,Agadir,4,1,2,412,0,Clients Réguliers
10,2,196.79000000000002,Tanger,1,2,1,121,2,Clients à Risque / Perdus
68,7,3416.23,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
55,5,799.92,Casablanca,2,3,2,232,2,Clients à Risque / Perdus
411,1,331.14,Rabat,4,1,1,411,0,Clients Réguliers
34,9,4445.59,Marrakech,2,4,4,244,2,Clients à Risque / Perdus
25,21,7108.45,Oujda,1,4,4,144,2,Clients à Risque / Perdus
22,12,2048.6,Agadir,1,4,3,143,2,Clients à Risque / Perdus
10,21,9873.300000000001,El Jadida,1,4,4,144,2,Clients à Risque / Perdus
12,1,320.46,Casablanca,1,1,1,111,2,Clients à Risque / Perdus
375,2,682.54,Marrakech,3,2,2,322,0,Clients Réguliers
15,8,4757.8,Tanger,1,4,4,144,2,Clients à Risque / Perdus
61,5,2026.06,Casablanca,2,3,3,233,2,Clients à Risque / Perdus
208,1,311.3,Agadir,3,1,1,311,2,Clients à Risque / Perdus
7,6,855.97,Casablanca,1,3,2,132,2,Clients à Risque / Perdus
25,3,219.5,Agadir,1,2,1,121,2,Clients à Risque / Perdus
38,19,6775.71,Rabat,2,4,4,244,2,Clients à Risque / Perdus
35,5,2197.04,Meknès,2,3,3,233,2,Clients à Risque / Perdus
10,14,3902.01,Agadir,1,4,4,144,2,Clients à Risque / Perdus
381,2,895.76,Agadir,4,2,3,423,0,Clients Réguliers
514,3,382.31,Agadir,4,2,2,422,0,Clients Réguliers
442,3,566.7,Tétouan,4,2,2,422,0,Clients Réguliers
5,29,9502.26,Rabat,1,4,4,144,2,Clients à Risque / Perdus
206,5,2046.3400000000001,Tanger,3,3,3,333,2,Clients à Risque / Perdus
41,9,4530.09,Agadir,2,4,4,244,2,Clients à Risque / Perdus
129,2,529.73,Fès,3,2,2,322,2,Clients à Risque / Perdus
728,1,209.41,Rabat,4,1,1,411,0,Clients Réguliers
38,11,6258.45,Rabat,2,4,4,244,2,Clients à Risque / Perdus
5,5,2874.72,Casablanca,1,3,4,134,2,Clients à Risque / Perdus
111,7,2196.67,El Jadida,3,4,3,343,2,Clients à Risque / Perdus
508,1,79.48,Marrakech,4,1,1,411,0,Clients Réguliers
428,1,509.04,Marrakech,4,1,2,412,0,Clients Réguliers
193,3,1099.91,Rabat,3,2,3,323,2,Clients à Risque / Perdus
561,2,445.15,Casablanca,4,2,2,422,0,Clients Réguliers
475,2,457.82,Rabat,4,2,2,422,0,Clients Réguliers
273,1,328.8,Casablanca,3,1,1,311,0,Clients Réguliers
105,5,1084.57,Fès,3,3,3,333,2,Clients à Risque / Perdus
72,3,1948.21,Casablanca,2,2,3,223,2,Clients à Risque / Perdus
48,1,917.34,Tanger,2,1,3,213,2,Clients à Risque / Perdus
157,11,11403.41,Casablanca,3,4,4,344,2,Clients à Risque / Perdus
566,1,229.75,Rabat,4,1,1,411,0,Clients Réguliers
640,1,367.15000000000003,Tétouan,4,1,2,412,0,Clients Réguliers
42,3,1421.61,Rabat,2,2,3,223,2,Clients à Risque / Perdus
12,4,1249.01,Rabat,1,3,3,133,2,Clients à Risque / Perdus
150,7,1716.58,Rabat,3,4,3,343,2,Clients à Risque / Perdus
220,2,792.15,Agadir,3,2,2,322,2,Clients à Risque / Perdus
2,2,584.07,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
117,3,645.74,Marrakech,3,2,2,322,2,Clients à Risque / Perdus
460,8,4057.9,Rabat,4,4,4,444,0,Clients Réguliers
466,2,713.11,Fès,4,2,2,422,0,Clients Réguliers
56,1,104.82,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
545,3,10396.5,Casablanca,4,2,4,424,0,Clients Réguliers
58,2,467.66,Rabat,2,2,2,222,2,Clients à Risque / Perdus
13,20,8262.29,Agadir,1,4,4,144,2,Clients à Risque / Perdus
2,44,40999.17,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
11,15,4667.15,Fès,1,4,4,144,2,Clients à Risque / Perdus
550,1,109.44,Rabat,4,1,1,411,0,Clients Réguliers
17,3,651.8199999999999,Agadir,1,2,2,122,2,Clients à Risque / Perdus
24,9,2856.72,Agadir,1,4,4,144,2,Clients à Risque / Perdus
280,1,626.65,Meknès,3,1,2,312,0,Clients Réguliers
171,6,836.95,Rabat,3,3,2,332,2,Clients à Risque / Perdus
73,5,3069.88,Casablanca,2,3,4,234,2,Clients à Risque / Perdus
28,2,267.28000000000003,Rabat,2,2,1,221,2,Clients à Risque / Perdus
36,35,12645.57,Casablanca,2,4,4,244,2,Clients à Risque / Perdus
261,1,141.41,Rabat,3,1,1,311,0,Clients Réguliers
720,1,431.98,Kenitra,4,1,2,412,0,Clients Réguliers
486,2,304.25,Rabat,4,2,1,421,0,Clients Réguliers
22,10,3123.1,Agadir,1,4,4,144,2,Clients à Risque / Perdus
104,16,11313.029999999999,Marrakech,3,4,4,344,2,Clients à Risque / Perdus
279,1,154.99,Tanger,3,1,1,311,0,Clients Réguliers
4,14,4255.03,Fès,1,4,4,144,2,Clients à Risque / Perdus
300,3,748.69,Marrakech,3,2,2,322,0,Clients Réguliers
12,13,13239.03,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
27,2,746.36,Meknès,2,2,2,222,2,Clients à Risque / Perdus
3,36,21230.100000000002,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
15,2,480.81,Marrakech,1,2,2,122,2,Clients à Risque / Perdus
119,4,572.3,Casablanca,3,3,2,332,2,Clients à Risque / Perdus
60,1,92.46,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
101,3,1520.96,El Jadida,2,2,3,223,2,Clients à Risque / Perdus
10,22,7789.63,Tanger,1,4,4,144,2,Clients à Risque / Perdus
19,22,8408.84,Rabat,1,4,4,144,2,Clients à Risque / Perdus
458,2,469.19,Casablanca,4,2,2,422,0,Clients Réguliers
262,1,183.6,Kenitra,3,1,1,311,0,Clients Réguliers
18,29,9221.6,Kenitra,1,4,4,144,2,Clients à Risque / Perdus
502,3,917.4300000000001,Kenitra,4,2,3,423,0,Clients Réguliers
5,24,25604.2,Rabat,1,4,4,144,2,Clients à Risque / Perdus
433,9,22710.2,Marrakech,4,4,4,444,0,Clients Réguliers
25,15,3332.42,Casablanca,1,4,4,144,2,Clients à Risque / Perdus
384,3,891.02,Casablanca,4,2,3,423,0,Clients Réguliers
262,1,152.55,Casablanca,3,1,1,311,0,Clients Réguliers
59,2,374.7,Agadir,2,2,2,222,2,Clients à Risque / Perdus
315,4,1528.3700000000001,Casablanca,3,3,3,333,0,Clients Réguliers
510,2,230.06,Fès,4,2,1,421,0,Clients Réguliers
680,1,326.55,Tétouan,4,1,1,411,0,Clients Réguliers
14,6,1284.24,Rabat,1,3,3,133,2,Clients à Risque / Perdus
662,1,390.85,Kenitra,4,1,2,412,0,Clients Réguliers
27,1,151.04,Tanger,2,1,1,211,2,Clients à Risque / Perdus
618,1,219.39999999999998,Agadir,4,1,1,411,0,Clients Réguliers
15,5,1418.09,Rabat,1,3,3,133,2,Clients à Risque / Perdus
124,1,122.47,Rabat,3,1,1,311,2,Clients à Risque / Perdus
36,6,615.0799999999999,Oujda,2,3,2,232,2,Clients à Risque / Perdus
97,9,1692.6299999999999,Casablanca,2,4,3,243,2,Clients à Risque / Perdus
120,2,618.73,Casablanca,3,2,2,322,2,Clients à Risque / Perdus
28,5,1115.68,Rabat,2,3,3,233,2,Clients à Risque / Perdus
297,10,5370.1,Meknès,3,4,4,344,0,Clients Réguliers
360,2,413.36,Rabat,3,2,2,322,0,Clients Réguliers
3,10,960.69,Agadir,1,4,3,143,2,Clients à Risque / Perdus
507,1,150.5,Marrakech,4,1,1,411,0,Clients Réguliers
2,32,9874.27,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
458,1,39.95,El Jadida,4,1,1,411,0,Clients Réguliers
400,2,651.8,Fès,4,2,2,422,0,Clients Réguliers
5,16,64036.8,Meknès,1,4,4,144,2,Clients à Risque / Perdus
52,1,161.0,Casablanca,2,1,1,211,2,Clients à Risque / Perdus
320,1,76.32000000000001,Rabat,3,1,1,311,0,Clients Réguliers
649,2,9530.08,Casablanca,4,2,4,424,0,Clients Réguliers
3,24,7229.45,Marrakech,1,4,4,144,2,Clients à Risque / Perdus
