Recence,Frequence,Montant,Ville,Segment,Cluster,RFM_Score,Churn,Proba_Churn,Risque
26,10,2566.49,Rabat,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
383,1,462.08,Rabat,Clients Réguliers,0,412,1,0.9997396,Élevé
592,1,301.26,Kenitra,Clients Réguliers,0,411,1,0.9997882,Élevé
248,2,707.04,Casablanca,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
54,7,2245.9,Casablanca,Clients à Risque / Perdus,2,243,0,0.00022625006,Faible
671,1,310.14,Casablanca,Clients Réguliers,0,411,1,0.9997882,Élevé
18,19,13370.86,Tanger,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
71,6,1799.78,Rabat,Clients à Risque / Perdus,2,233,0,0.00027678313,Faible
95,11,3070.42,Marrakech,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
20,8,3648.15,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
28,16,5073.47,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
63,4,2999.16,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
32,5,949.12,Oujda,Clients à Risque / Perdus,2,233,0,0.0002267366,Faible
47,3,810.5,Casablanca,Clients à Risque / Perdus,2,222,0,0.0002267366,Faible
11,1,122.64,Fès,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
69,2,1346.27,Marrakech,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
606,1,405.0,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
636,5,1016.47,Tanger,Clients Réguliers,0,433,1,0.9997167,Élevé
211,4,514.72,Rabat,Clients à Risque / Perdus,2,332,1,0.9992712,Élevé
26,10,2156.77,Meknès,Clients à Risque / Perdus,2,143,0,0.00027073818,Faible
11,4,2624.26,Tanger,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
115,1,252.1,Casablanca,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
395,2,326.25,Rabat,Clients Réguliers,0,421,1,0.99976915,Élevé
5,8,3071.68,Kenitra,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
395,8,1764.02,Casablanca,Clients Réguliers,0,443,1,0.999548,Élevé
252,6,1678.88,Rabat,Clients à Risque / Perdus,2,333,1,0.9997167,Élevé
12,10,3288.0,Marrakech,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
30,3,226.85,Rabat,Clients à Risque / Perdus,2,221,0,0.00021100474,Faible
41,5,2570.85,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
483,1,152.2,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
38,11,6308.0,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
109,6,2280.51,Rabat,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
160,4,1078.85,Casablanca,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
6,2,382.14,Casablanca,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
5,9,6025.5,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
201,12,4894.88,Tétouan,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
395,1,314.59,Marrakech,Clients Réguliers,0,411,1,0.9997223,Élevé
598,1,325.24,Oujda,Clients Réguliers,0,411,1,0.9997967,Élevé
81,11,2250.11,Casablanca,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
174,5,2047.51,Oujda,Clients à Risque / Perdus,2,333,0,0.0003606093,Faible
382,3,1711.66,Tanger,Clients Réguliers,0,423,1,0.9996105,Élevé
55,5,127.9,Casablanca,Clients à Risque / Perdus,2,231,0,0.0003082261,Faible
144,1,305.02,Rabat,Clients à Risque / Perdus,2,311,0,0.00031537315,Faible
6,34,12756.92,Marrakech,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
46,3,413.55,Rabat,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
70,1,349.7,Rabat,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
390,1,194.95,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
296,3,419.92,Casablanca,Clients Réguliers,0,322,1,0.9992712,Élevé
14,2,396.92,Tanger,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
428,1,240.68,Kenitra,Clients Réguliers,0,411,1,0.99971837,Élevé
147,2,486.8200000000001,Agadir,Clients à Risque / Perdus,2,322,0,0.0009957587,Faible
534,2,243.9,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
400,2,556.1899999999999,Kenitra,Clients Réguliers,0,422,1,0.99976915,Élevé
147,1,232.6,Kenitra,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
489,3,281.26,Fès,Clients Réguliers,0,421,1,0.9996903,Élevé
34,11,10797.29,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
13,4,827.83,Rabat,Clients à Risque / Perdus,2,132,0,0.0002267366,Faible
182,1,59.5,Tanger,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
453,1,258.6,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
281,4,596.98,Casablanca,Clients Réguliers,0,332,1,0.9996117,Élevé
41,3,1934.45,Rabat,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
178,3,409.04,Agadir,Clients à Risque / Perdus,2,322,0,0.00027304867,Faible
433,1,11880.84,El Jadida,Clients Réguliers,0,414,1,0.9997396,Élevé
630,1,375.5,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
58,2,1259.5,Casablanca,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
54,1,172.25,Marrakech,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
391,1,212.78,El Jadida,Clients Réguliers,0,411,1,0.99971837,Élevé
20,5,3114.4,El Jadida,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
369,9,2011.82,Tanger,Clients Réguliers,0,343,1,0.999548,Élevé
21,140,193351.65,Marrakech,VIP / Champions,1,144,0,0.00059199973,Faible
26,16,2770.73,Marrakech,Clients à Risque / Perdus,2,144,0,0.00023818534,Faible
417,3,2020.4,Marrakech,Clients Réguliers,0,423,1,0.9996105,Élevé
34,1,151.29999999999998,Fès,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
592,2,465.53,Rabat,Clients Réguliers,0,422,1,0.99979466,Élevé
150,2,764.15,Rabat,Clients à Risque / Perdus,2,322,0,0.0010097836,Faible
22,13,2613.46,Casablanca,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
442,1,161.0,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
441,1,135.18,Casablanca,Clients Réguliers,0,411,1,0.99971837,Élevé
314,2,425.56,Kenitra,Clients Réguliers,0,322,1,0.99976915,Élevé
17,8,2143.38,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
3,7,2035.33,Tanger,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
298,2,631.17,Marrakech,Clients Réguliers,0,322,1,0.99976844,Élevé
262,5,3365.86,Casablanca,Clients à Risque / Perdus,2,334,1,0.9996105,Élevé
266,1,296.88,Marrakech,Clients Réguliers,0,311,1,0.99971837,Élevé
32,16,7063.4400000000005,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
27,3,509.52,Kenitra,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
214,9,1792.26,Tanger,Clients à Risque / Perdus,2,343,1,0.999548,Élevé
242,2,766.42,Marrakech,Clients à Risque / Perdus,2,322,1,0.99970335,Élevé
403,3,743.26,Marrakech,Clients Réguliers,0,422,1,0.99963,Élevé
460,1,161.35,Tétouan,Clients Réguliers,0,411,1,0.99971837,Élevé
276,17,8483.29,Oujda,Clients à Risque / Perdus,2,344,1,0.9995241,Élevé
264,1,138.28,Tanger,Clients Réguliers,0,311,1,0.99971837,Élevé
27,8,1763.3,Rabat,Clients à Risque / Perdus,2,243,0,0.00027073818,Faible
241,2,306.55,Tanger,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
10,11,2815.25,Fès,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
112,4,799.9,Tanger,Clients à Risque / Perdus,2,332,0,0.00028662445,Faible
31,2,741.54,Casablanca,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
127,10,5635.41,Marrakech,Clients à Risque / Perdus,2,344,0,0.0004533296,Faible
212,6,1209.2,Tanger,Clients à Risque / Perdus,2,333,1,0.99963,Élevé
632,1,213.01,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
45,8,1980.56,Marrakech,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
34,2,1079.66,Meknès,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
24,8,1080.05,Marrakech,Clients à Risque / Perdus,2,143,0,0.00027073818,Faible
32,16,2855.17,Tanger,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
431,3,724.73,Casablanca,Clients Réguliers,0,422,1,0.99963,Élevé
131,2,752.6,Casablanca,Clients à Risque / Perdus,2,322,0,0.0010097836,Faible
214,2,610.59,Rabat,Clients à Risque / Perdus,2,322,1,0.9996984,Élevé
23,1,491.86,Agadir,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
406,2,487.03,Casablanca,Clients Réguliers,0,422,1,0.99976915,Élevé
504,4,6701.640000000001,Casablanca,Clients Réguliers,0,434,1,0.9997017,Élevé
20,13,9813.22,Agadir,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
256,6,2391.84,El Jadida,Clients à Risque / Perdus,2,334,1,0.9997017,Élevé
195,1,339.6,Fès,Clients à Risque / Perdus,2,311,1,0.9997396,Élevé
391,1,440.93,Tanger,Clients Réguliers,0,412,1,0.9997396,Élevé
13,2,292.2,Casablanca,Clients à Risque / Perdus,2,121,0,0.00027769,Faible
236,5,1597.77,Rabat,Clients à Risque / Perdus,2,333,1,0.9996105,Élevé
67,3,668.4300000000001,Marrakech,Clients à Risque / Perdus,2,222,0,0.0003312044,Faible
12,12,3131.02,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
84,6,1065.84,Rabat,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
90,2,1156.36,Casablanca,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
157,2,777.36,Marrakech,Clients à Risque / Perdus,2,322,0,0.00090804405,Faible
409,1,176.69,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
369,2,249.4,Casablanca,Clients Réguliers,0,321,1,0.9997595,Élevé
91,9,2268.35,Casablanca,Clients à Risque / Perdus,2,243,0,0.00023818534,Faible
49,11,3602.1800000000003,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
283,1,296.25,Casablanca,Clients Réguliers,0,311,1,0.99971837,Élevé
119,7,1590.73,Rabat,Clients à Risque / Perdus,2,343,0,0.00023429526,Faible
283,4,2094.57,Marrakech,Clients Réguliers,0,333,1,0.9996105,Élevé
147,3,447.05,Rabat,Clients à Risque / Perdus,2,322,0,0.00027304867,Faible
4,8,2004.45,Agadir,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
18,21,8361.1,Casablanca,Clients à Risque / Perdus,2,144,0,0.00022625006,Faible
670,1,195.55,Tanger,Clients Réguliers,0,411,1,0.99978894,Élevé
7,15,9416.98,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
28,2,659.4100000000001,Tanger,Clients à Risque / Perdus,2,222,0,0.00028826602,Faible
49,5,1363.64,Casablanca,Clients à Risque / Perdus,2,233,0,0.0003312044,Faible
45,6,1952.17,Meknès,Clients à Risque / Perdus,2,233,0,0.0003199647,Faible
214,5,2472.48,Rabat,Clients à Risque / Perdus,2,334,1,0.99926907,Élevé
58,3,5217.4400000000005,Marrakech,Clients à Risque / Perdus,2,224,0,0.00021904154,Faible
66,6,2953.26,Casablanca,Clients à Risque / Perdus,2,234,0,0.00028149466,Faible
648,1,352.821,Kenitra,Clients Réguliers,0,412,1,0.9997967,Élevé
490,1,190.35,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
21,72,34654.55,Rabat,VIP / Champions,1,144,0,0.00059199973,Faible
722,2,875.97,Tanger,Clients Réguliers,0,422,1,0.9997986,Élevé
32,19,5482.5,Casablanca,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
417,4,785.37,Tanger,Clients Réguliers,0,432,1,0.9997167,Élevé
59,9,5728.82,Fès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
29,8,3114.22,Casablanca,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
392,2,301.54,Rabat,Clients Réguliers,0,421,1,0.9997595,Élevé
77,1,345.0,Fès,Clients à Risque / Perdus,2,212,0,0.00032832907,Faible
586,1,1049.66,Marrakech,Clients Réguliers,0,413,1,0.9997967,Élevé
423,2,623.98,Marrakech,Clients Réguliers,0,422,1,0.99976844,Élevé
4,59,56213.18,Rabat,VIP / Champions,1,144,0,0.00025717216,Faible
98,4,1124.49,Tanger,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
511,1,161.13,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
2,3,735.82,Rabat,Clients à Risque / Perdus,2,122,0,0.0002267366,Faible
246,3,778.83,Casablanca,Clients à Risque / Perdus,2,322,1,0.9993057,Élevé
8,13,1793.72,Marrakech,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
483,4,1542.09,Fès,Clients Réguliers,0,433,1,0.9997017,Élevé
5,14,2910.23,Rabat,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
424,4,542.49,Tétouan,Clients Réguliers,0,432,1,0.9997025,Élevé
362,6,3358.94,Kenitra,Clients Réguliers,0,334,1,0.9997017,Élevé
71,6,1222.5,Tanger,Clients à Risque / Perdus,2,233,0,0.00028662445,Faible
500,1,3.75,Fès,Clients Réguliers,0,411,1,0.99971837,Élevé
383,1,239.46,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
123,2,1516.0,Casablanca,Clients à Risque / Perdus,2,323,0,0.0010097836,Faible
61,3,383.95,Marrakech,Clients à Risque / Perdus,2,222,0,0.00031551783,Faible
642,1,96.0,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
542,1,126.03,Fès,Clients Réguliers,0,411,1,0.99971837,Élevé
383,4,836.3,Fès,Clients Réguliers,0,432,1,0.9997167,Élevé
494,1,289.7,Tanger,Clients Réguliers,0,411,1,0.99971837,Élevé
432,3,1179.45,Rabat,Clients Réguliers,0,423,1,0.9996105,Élevé
3,108,74672.43,Rabat,VIP / Champions,1,144,0,0.00023124371,Faible
112,9,2803.57,Casablanca,Clients à Risque / Perdus,2,344,0,0.00022625006,Faible
305,3,1679.56,Casablanca,Clients Réguliers,0,323,1,0.99926907,Élevé
62,1,324.8,Casablanca,Clients à Risque / Perdus,2,211,0,0.00032832907,Faible
134,19,26259.11,Agadir,Clients à Risque / Perdus,2,344,0,0.00059199973,Faible
251,3,1338.91,Rabat,Clients à Risque / Perdus,2,323,1,0.99926907,Élevé
26,9,3208.52,Casablanca,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
47,2,924.6,Tanger,Clients à Risque / Perdus,2,223,0,0.00028826602,Faible
59,1,256.38,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
362,3,534.8,Tétouan,Clients Réguliers,0,322,1,0.9996117,Élevé
1,5,1747.66,Casablanca,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
301,3,679.7,Rabat,Clients Réguliers,0,322,1,0.9993057,Élevé
24,3,1499.01,El Jadida,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
179,3,814.5,Oujda,Clients à Risque / Perdus,2,322,0,0.00028662445,Faible
37,3,539.0,Agadir,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
35,8,2765.47,Rabat,Clients à Risque / Perdus,2,244,0,0.00025717216,Faible
87,3,2257.32,Casablanca,Clients à Risque / Perdus,2,223,0,0.0003199647,Faible
17,8,7475.74,Tanger,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
19,2,571.6700000000001,Casablanca,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
24,2,382.98,Fès,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
425,1,61.28,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
297,6,2642.35,Fès,Clients Réguliers,0,334,1,0.9997017,Élevé
413,3,660.65,Oujda,Clients Réguliers,0,422,1,0.99963,Élevé
140,6,1410.73,Marrakech,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
1,2,632.0,Rabat,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
14,7,3403.4500000000003,Fès,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
28,12,3314.76,Casablanca,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
617,2,255.59,Rabat,Clients Réguliers,0,421,1,0.9997861,Élevé
171,1,189.5,Casablanca,Clients à Risque / Perdus,2,311,0,0.0003162837,Faible
53,3,412.05,Rabat,Clients à Risque / Perdus,2,222,0,0.00021599677,Faible
17,1,209.49,Marrakech,Clients à Risque / Perdus,2,111,0,0.0003162837,Faible
416,1,102.0,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
577,1,156.85000000000002,Marrakech,Clients Réguliers,0,411,1,0.99978894,Élevé
11,18,7023.58,Marrakech,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
14,2,613.6899999999999,Marrakech,Clients à Risque / Perdus,2,122,0,0.00028826602,Faible
154,2,701.36,Meknès,Clients à Risque / Perdus,2,322,0,0.00095579796,Faible
572,2,324.19,Tétouan,Clients Réguliers,0,421,1,0.99979466,Élevé
20,7,1095.27,Tanger,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
394,2,620.37,Meknès,Clients Réguliers,0,422,1,0.99976844,Élevé
207,2,271.24,Rabat,Clients à Risque / Perdus,2,321,1,0.9996793,Élevé
1,10,1966.09,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
481,1,139.95000000000002,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
411,1,651.4,Marrakech,Clients Réguliers,0,412,1,0.9997396,Élevé
248,1,85.0,Rabat,Clients à Risque / Perdus,2,311,1,0.99971837,Élevé
54,18,5629.91,Rabat,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
376,1,319.75,Meknès,Clients Réguliers,0,311,1,0.9997223,Élevé
6,1,361.62,Rabat,Clients à Risque / Perdus,2,112,0,0.00032832907,Faible
60,1,312.98,Casablanca,Clients à Risque / Perdus,2,211,0,0.00032074167,Faible
20,4,1307.79,Agadir,Clients à Risque / Perdus,2,133,0,0.00021904154,Faible
715,1,310.72,Rabat,Clients Réguliers,0,411,1,0.9997882,Élevé
88,8,3335.0,Casablanca,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
47,5,3469.3,Meknès,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
124,1,1595.48,Casablanca,Clients à Risque / Perdus,2,313,0,0.00032832907,Faible
91,8,4606.46,Marrakech,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
606,1,187.35,Agadir,Clients Réguliers,0,411,1,0.99978894,Élevé
52,1,1090.14,Casablanca,Clients à Risque / Perdus,2,213,0,0.00032832907,Faible
4,39,12253.96,Rabat,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
496,4,1310.34,Fès,Clients Réguliers,0,433,1,0.9997017,Élevé
164,11,1142.03,Rabat,Clients à Risque / Perdus,2,343,0,0.00061304227,Faible
389,6,1001.01,Agadir,Clients Réguliers,0,433,1,0.9997167,Élevé
52,1,216.17,Tanger,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
321,2,515.86,Rabat,Clients Réguliers,0,322,1,0.99976915,Élevé
9,4,926.45,Rabat,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
424,2,273.26,Casablanca,Clients Réguliers,0,421,1,0.9997595,Élevé
13,9,2556.09,Agadir,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
243,4,1239.55,Meknès,Clients à Risque / Perdus,2,333,1,0.99926907,Élevé
382,1,662.4000000000001,Casablanca,Clients Réguliers,0,412,1,0.9997396,Élevé
53,4,501.56,Marrakech,Clients à Risque / Perdus,2,232,0,0.00031551783,Faible
69,1,145.67000000000002,Kenitra,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
26,3,1015.29,Agadir,Clients à Risque / Perdus,2,123,0,0.00021904154,Faible
2,2,3192.54,Rabat,Clients à Risque / Perdus,2,124,0,0.00028826602,Faible
118,10,8111.57,Casablanca,Clients à Risque / Perdus,2,344,0,0.0004533296,Faible
35,14,5559.33,Kenitra,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
18,17,7885.85,Marrakech,Clients à Risque / Perdus,2,144,0,0.00024341333,Faible
522,3,919.57,Oujda,Clients Réguliers,0,423,1,0.9997017,Élevé
115,8,1038.92,Casablanca,Clients à Risque / Perdus,2,343,0,0.00023429526,Faible
353,7,2049.15,Rabat,Clients Réguliers,0,343,1,0.9995741,Élevé
49,14,4814.37,Meknès,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
59,1,122.7,Meknès,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
81,3,449.68,Tanger,Clients à Risque / Perdus,2,222,0,0.00031551783,Faible
50,4,2473.06,Tanger,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
641,1,395.5,Casablanca,Clients Réguliers,0,412,1,0.9997967,Élevé
16,17,4391.66,Casablanca,Clients à Risque / Perdus,2,144,0,0.00027073818,Faible
6,42,44609.98,Agadir,Clients à Risque / Perdus,2,144,0,0.00025717216,Faible
7,4,998.05,Oujda,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
6,15,6560.02,Casablanca,Clients à Risque / Perdus,2,144,0,0.0001866873,Faible
2,10,1888.48,Casablanca,Clients à Risque / Perdus,2,143,0,0.00019653594,Faible
184,2,506.8,Casablanca,Clients à Risque / Perdus,2,322,1,0.99969923,Élevé
66,1,243.56,Casablanca,Clients à Risque / Perdus,2,211,0,0.0003162837,Faible
199,1,349.55,Casablanca,Clients à Risque / Perdus,2,312,1,0.9997396,Élevé
115,7,2169.05,Agadir,Clients à Risque / Perdus,2,343,0,0.00022625006,Faible
88,6,1991.23,Rabat,Clients à Risque / Perdus,2,233,0,0.00028149466,Faible
4,12,2565.63,Tanger,Clients à Risque / Perdus,2,144,0,0.00019653594,Faible
373,3,863.5600000000001,Rabat,Clients Réguliers,0,322,1,0.99963,Élevé
22,6,1267.65,Fès,Clients à Risque / Perdus,2,133,0,0.0002267366,Faible
293,1,821.1,Casablanca,Clients Réguliers,0,312,1,0.9997396,Élevé
19,3,564.62,Rabat,Clients à Risque / Perdus,2,122,0,0.00021599677,Faible
23,6,4008.52,Agadir,Clients à Risque / Perdus,2,134,0,0.00021904154,Faible
621,1,388.55,Agadir,Clients Réguliers,0,412,1,0.9997967,Élevé
45,3,1160.72,Rabat,Clients à Risque / Perdus,2,223,0,0.00021904154,Faible
321,2,686.4,Rabat,Clients Réguliers,0,322,1,0.99976844,Élevé
11,2,388.52,Rabat,Clients à Risque / Perdus,2,122,0,0.0002842593,Faible
178,6,1610.59,Marrakech,Clients à Risque / Perdus,2,333,0,0.0003734302,Faible
67,15,5676.34,Tanger,Clients à Risque / Perdus,2,244,0,0.00022625006,Faible
628,5,34095.26,Marrakech,Clients Réguliers,0,434,1,0.9997017,Élevé
395,1,165.45000000000002,Rabat,Clients Réguliers,0,411,1,0.99971837,Élevé
32,2,332.64,Fès,Clients à Risque / Perdus,2,221,0,0.0002842593,Faible
728,1,312.65,Kenitra,Clients Réguliers,0,411,1,0.9997882,Élevé
404,1,42.0,El Jadida,Clients Réguliers,0,411,1,0.99971837,Élevé
687,1,136.8,Casablanca,Clients Réguliers,0,411,1,0.99978894,Élevé
75,4,2369.55,Marrakech,Clients à Risque / Perdus,2,234,0,0.0003199647,Faible
418,2,286.6,Marrakech,Clients Réguliers,0,421,1,0.9997595,Élevé
52,20,4234.99,Casablanca,Clients à Risque / Perdus,2,244,0,0.00023818534,Faible
